Customer_ID,Age,Income,Destination,Travel_Type,Enquiry_Date,Budget,Status,Age_Group,Income_Bracket
TE10035,60.0,41139.0,London,Family,2025-05-06,123405,New,56+,30K-60K
TE10036,21.0,239803.0,Bali,Business,2025-08-26,118956,Closed,18-25,150K-250K
TE10037,59.0,204164.0,Kerala,Family,2025-04-03,57095,Contacted,56+,150K-250K
TE10038,57.0,53826.0,Goa,Honeymoon,2025-08-05,65905,Converted,56+,30K-60K
TE10039,31.0,83584.0,Manali,Honeymoon,2025-06-15,50396,New,26-35,60K-100K
TE10040,48.0,63858.0,Singapore,Business,2025-12-13,62026,New,46-55,60K-100K
TE10041,25.0,109677.0,Paris,Family,2025-04-15,36033,Closed,18-25,100K-150K
TE10042,54.0,85588.0,Kashmir,Business,2025-11-26,80164,Contacted,46-55,60K-100K
TE10043,51.0,94110.0,Bali,Family,2025-08-16,107160,Contacted,46-55,60K-100K
TE10044,35.0,140819.0,Jaipur,Business,2025-09-30,57523,Closed,26-35,100K-150K
TE10045,21.0,61860.0,Bali,Honeymoon,2025-03-03,81829,Contacted,18-25,60K-100K
TE10046,64.0,222816.0,London,Leisure,2025-01-07,77283,New,56+,150K-250K
TE10047,39.0,186815.0,Jaipur,Honeymoon,2025-09-23,121929,Contacted,36-45,150K-250K
TE10048,60.0,194447.0,Singapore,Business,2025-06-24,63594,New,56+,150K-250K
TE10049,50.0,57318.0,Kashmir,Leisure,2025-04-23,64867,New,46-55,30K-60K
TE10050,55.0,182293.0,Manali,Business,2025-11-23,55389,New,46-55,150K-250K
TE10051,54.0,212009.0,Thailand,Leisure,2025-04-29,45187,Closed,46-55,150K-250K
TE10052,27.0,58642.0,Goa,Business,2025-06-07,103521,Converted,26-35,30K-60K
TE10053,35.0,192297.0,Singapore,Honeymoon,2025-09-21,80271,New,26-35,150K-250K
TE10054,40.0,100982.0,Ladakh,Leisure,2025-12-17,86918,New,36-45,100K-150K
TE10055,41.0,200719.0,Kerala,Honeymoon,2025-11-24,129612,Converted,36-45,150K-250K
TE10056,20.0,128990.0,Jaipur,Leisure,2025-08-26,131623,Closed,18-25,100K-150K
TE10057,44.0,204113.0,Kerala,Family,2025-02-10,27382,New,36-45,150K-250K
TE10058,25.0,52202.0,Manali,Business,2025-02-09,107674,New,18-25,30K-60K
TE10059,53.0,108266.0,Manali,Adventure,2025-09-10,92898,Closed,46-55,100K-150K
TE10060,50.0,81435.0,Dubai,Leisure,2025-07-05,68844,Closed,46-55,60K-100K
TE10061,62.0,75620.0,Kerala,Family,2025-02-18,96469,Closed,56+,60K-100K
TE10062,53.0,89533.0,Jaipur,Adventure,2025-09-11,24577,New,46-55,60K-100K
TE10063,35.0,106725.0,Manali,Leisure,2025-12-09,136192,New,26-35,100K-150K
TE10064,64.0,47528.0,Thailand,Family,2025-01-24,103023,Contacted,56+,30K-60K
TE10065,37.0,182043.0,Paris,Adventure,2025-10-28,54718,New,36-45,150K-250K
TE10066,33.0,145656.0,Jaipur,Leisure,2025-05-06,64511,Closed,26-35,100K-150K
TE10067,61.0,210391.0,Paris,Adventure,2025-05-25,25390,New,56+,150K-250K
TE10068,35.0,181567.0,Manali,Leisure,2025-09-19,74011,Contacted,26-35,150K-250K
TE10069,21.0,52578.0,Bali,Business,2025-03-31,68104,Closed,18-25,30K-60K
TE10070,40.0,34224.0,Jaipur,Business,2025-02-27,38621,Closed,36-45,30K-60K
TE10071,56.0,116092.0,Goa,Adventure,2025-12-17,112185,Converted,56+,100K-150K
TE10072,27.0,129621.0,Kashmir,Business,2025-05-07,129688,Closed,26-35,100K-150K
TE10073,40.0,73738.0,Ladakh,Family,2025-03-03,84042,New,36-45,60K-100K
TE10074,24.0,133171.0,Bali,Business,2025-09-09,74302,Contacted,18-25,100K-150K
TE10075,50.0,152927.0,Thailand,Leisure,2025-03-20,100224,New,46-55,150K-250K
TE10076,40.0,191534.0,Thailand,Adventure,2025-10-10,84313,Closed,36-45,150K-250K
TE10077,33.0,43290.0,Dubai,Honeymoon,2025-01-26,47124,Closed,26-35,30K-60K
TE10078,28.0,207097.0,Kerala,Adventure,2025-07-08,62156,New,26-35,150K-250K
TE10079,45.0,65813.0,Kerala,Business,2025-05-27,74625,New,36-45,60K-100K
TE10080,50.0,121992.0,Dubai,Family,2025-12-15,93687,Contacted,46-55,100K-150K
TE10081,63.0,119934.0,Manali,Family,2025-12-03,85327,New,56+,100K-150K
TE10082,38.0,208370.0,Goa,Family,2025-04-01,92363,Converted,36-45,150K-250K
TE10083,25.0,82228.0,Singapore,Honeymoon,2025-06-22,31631,New,18-25,60K-100K
TE10084,57.0,73854.0,Ladakh,Leisure,2025-10-24,108283,Converted,56+,60K-100K
TE10085,48.0,96794.0,Bali,Honeymoon,2025-02-28,85120,Contacted,46-55,60K-100K
TE10086,51.0,101708.0,Dubai,Honeymoon,2025-12-04,174345,Contacted,46-55,100K-150K
TE10087,22.0,60151.0,Manali,Business,2025-10-09,71433,New,18-25,60K-100K
TE10088,32.0,58914.0,Jaipur,Business,2025-09-04,96321,Closed,26-35,30K-60K
TE10089,54.0,71670.0,Kerala,Honeymoon,2025-03-30,184023,Contacted,46-55,60K-100K
TE10090,57.0,126456.0,Kashmir,Family,2025-10-25,91793,Contacted,56+,100K-150K
TE10091,38.0,97658.0,Thailand,Family,2025-11-03,82633,Contacted,36-45,60K-100K
TE10092,56.0,108958.0,Kashmir,Adventure,2025-04-17,50458,Closed,56+,100K-150K
TE10093,58.0,184821.0,Thailand,Business,2025-08-02,138489,Converted,56+,150K-250K
TE10094,36.0,73895.0,Kashmir,Adventure,2025-01-23,44431,Converted,36-45,60K-100K
TE10095,61.0,229095.0,Jaipur,Family,2025-05-24,99949,Contacted,56+,150K-250K
TE10096,31.0,192413.0,Goa,Leisure,2025-02-24,68426,Closed,26-35,150K-250K
TE10097,29.0,58527.0,Goa,Adventure,2025-07-22,78373,New,26-35,30K-60K
TE10098,50.0,90812.0,Paris,Adventure,2025-07-19,35162,Converted,46-55,60K-100K
TE10099,48.0,60584.0,Manali,Family,2025-07-13,132009,Contacted,46-55,60K-100K
TE10100,24.0,81290.0,Manali,Family,2025-09-04,75277,Contacted,18-25,60K-100K
TE10101,57.0,102795.0,Kashmir,Honeymoon,2025-12-03,42472,Closed,56+,100K-150K
TE10102,27.0,48366.0,Manali,Family,2025-03-13,128844,Closed,26-35,30K-60K
TE10103,56.0,21348.0,Kashmir,Leisure,2025-03-20,67355,Contacted,56+,Below 30K
TE10104,18.0,119807.0,Bali,Family,2025-03-20,96711,Contacted,Under 18,100K-150K
TE10105,56.0,180630.0,Singapore,Leisure,2025-12-04,114450,Closed,56+,150K-250K
TE10106,55.0,88288.0,Singapore,Business,2025-02-03,101591,Closed,46-55,60K-100K
TE10107,55.0,217626.0,Dubai,Honeymoon,2025-01-12,10000,Converted,46-55,150K-250K
TE10108,49.0,103671.0,Singapore,Adventure,2025-02-28,109337,New,46-55,100K-150K
TE10109,40.0,226985.0,Manali,Adventure,2025-10-07,81479,New,36-45,150K-250K
TE10110,51.0,72751.0,Kashmir,Leisure,2025-07-30,73484,Closed,46-55,60K-100K
TE10111,31.0,143125.0,Dubai,Adventure,2025-12-01,81182,Converted,26-35,100K-150K
TE10112,55.0,195052.0,Manali,Leisure,2025-03-16,28649,Converted,46-55,150K-250K
TE10113,44.0,31697.0,Bali,Business,2025-05-24,91726,Converted,36-45,30K-60K
TE10114,41.0,233761.0,Singapore,Leisure,2025-07-22,37246,Contacted,36-45,150K-250K
TE10115,42.0,102670.0,Jaipur,Honeymoon,2025-01-27,74996,Contacted,36-45,100K-150K
TE10116,45.0,133520.0,Singapore,Family,2025-12-01,90469,Converted,36-45,100K-150K
TE10117,19.0,163798.0,Manali,Adventure,2025-10-20,122591,New,18-25,150K-250K
TE10118,24.0,167176.0,Singapore,Business,2025-02-22,56314,Converted,18-25,150K-250K
TE10119,29.0,23491.0,Dubai,Leisure,2025-11-03,135806,Converted,26-35,Below 30K
TE10120,23.0,219184.0,Dubai,Business,2025-06-13,118140,Converted,18-25,150K-250K
TE10121,39.0,162676.0,Manali,Honeymoon,2025-05-03,69971,New,36-45,150K-250K
TE10122,50.0,249729.0,Dubai,Honeymoon,2025-12-11,46194,Converted,46-55,150K-250K
TE10123,49.0,127391.0,Dubai,Business,2025-07-08,34466,New,46-55,100K-150K
TE10124,40.0,160336.0,Jaipur,Family,2025-03-24,94511,New,36-45,150K-250K
TE10125,59.0,120327.0,Manali,Adventure,2025-10-22,59195,Contacted,56+,100K-150K
TE10126,45.0,224429.0,Manali,Leisure,2025-09-18,126977,New,36-45,150K-250K
TE10127,21.0,211114.0,Kerala,Business,2025-03-11,61217,Closed,18-25,150K-250K
TE10128,54.0,228798.0,Goa,Family,2025-09-04,53477,Closed,46-55,150K-250K
TE10129,45.0,134993.0,Singapore,Business,2025-08-17,93177,New,36-45,100K-150K
TE10130,48.0,201617.0,Kashmir,Adventure,2025-04-11,60988,Converted,46-55,150K-250K
TE10131,45.0,101240.0,Paris,Business,2025-06-06,85299,Contacted,36-45,100K-150K
TE10132,44.0,124936.0,Thailand,Business,2025-11-02,119510,Converted,36-45,100K-150K
TE10133,22.0,194371.0,Goa,Adventure,2025-03-05,89103,Closed,18-25,150K-250K
TE10134,44.0,36827.0,Goa,Family,2025-09-20,89234,Contacted,36-45,30K-60K
TE10135,56.0,182834.0,Bali,Honeymoon,2025-10-30,92180,New,56+,150K-250K
TE10136,32.0,21666.0,Bali,Adventure,2025-12-07,25742,New,26-35,Below 30K
TE10137,46.0,152711.0,Thailand,Leisure,2025-04-29,98714,Contacted,46-55,150K-250K
TE10138,19.0,128711.0,Goa,Adventure,2025-04-08,90598,Closed,18-25,100K-150K
TE10139,34.0,126733.0,Bali,Family,2025-12-07,116251,Contacted,26-35,100K-150K
TE10140,38.0,132681.0,Paris,Leisure,2025-06-18,106203,Contacted,36-45,100K-150K
TE10141,65.0,132129.0,Dubai,Adventure,2025-07-27,77932,New,56+,100K-150K
TE10142,28.0,112508.0,Manali,Business,2025-07-06,121134,Closed,26-35,100K-150K
TE10143,31.0,122714.0,London,Leisure,2025-07-07,74758,New,26-35,100K-150K
TE10144,37.0,149815.0,Goa,Leisure,2025-08-16,93650,Converted,36-45,100K-150K
TE10145,65.0,195124.0,Ladakh,Family,2025-06-04,74110,Converted,56+,150K-250K
TE10146,58.0,146102.0,Singapore,Leisure,2025-05-23,101162,New,56+,100K-150K
TE10147,19.0,167065.0,Bali,Leisure,2025-05-26,71823,New,18-25,150K-250K
TE10148,29.0,212095.0,Bali,Leisure,2025-08-27,142664,Contacted,26-35,150K-250K
TE10149,57.0,247567.0,Thailand,Leisure,2025-10-25,155608,New,56+,150K-250K
TE10150,20.0,43208.0,Manali,Business,2025-07-22,115588,Converted,18-25,30K-60K
TE10151,59.0,183399.0,Goa,Leisure,2025-09-04,138945,Converted,56+,150K-250K
TE10152,31.0,70241.0,Kerala,Family,2025-05-31,31127,New,26-35,60K-100K
TE10153,62.0,63653.0,Dubai,Honeymoon,2025-10-09,35252,Contacted,56+,60K-100K
TE10154,32.0,201977.0,Goa,Honeymoon,2025-05-24,73745,New,26-35,150K-250K
TE10155,38.0,33936.0,Manali,Honeymoon,2025-06-03,86443,New,36-45,30K-60K
TE10156,49.0,214699.0,Dubai,Adventure,2025-01-21,78063,Converted,46-55,150K-250K
TE10157,24.0,196767.0,Goa,Business,2025-04-06,27525,Converted,18-25,150K-250K
TE10158,44.0,248800.0,Goa,Leisure,2025-09-26,125306,Converted,36-45,150K-250K
TE10159,42.0,172963.0,Kashmir,Leisure,2025-02-01,160397,New,36-45,150K-250K
TE10160,55.0,220516.0,Dubai,Business,2025-03-23,129835,Contacted,46-55,150K-250K
TE10161,65.0,45500.0,London,Leisure,2025-10-10,122993,Contacted,56+,30K-60K
TE10162,49.0,224457.0,Kashmir,Leisure,2025-11-14,92914,Closed,46-55,150K-250K
TE10163,37.0,55195.0,Manali,Leisure,2025-06-01,55495,Converted,36-45,30K-60K
TE10164,37.0,90929.0,Bali,Leisure,2025-05-29,87538,Closed,36-45,60K-100K
TE10165,38.0,47740.0,Kerala,Leisure,2025-07-05,158696,New,36-45,30K-60K
TE10166,57.0,111185.0,Bali,Family,2025-10-08,72680,Contacted,56+,100K-150K
TE10167,33.0,191768.0,Goa,Honeymoon,2025-03-05,69076,Converted,26-35,150K-250K
TE10168,26.0,80196.0,Manali,Leisure,2025-06-06,123756,Contacted,26-35,60K-100K
TE10169,34.0,208750.0,Goa,Business,2025-04-03,126079,Contacted,26-35,150K-250K
TE10170,19.0,158662.0,Kerala,Leisure,2025-09-06,55323,Contacted,18-25,150K-250K
TE10171,23.0,163911.0,London,Honeymoon,2025-02-21,75848,Closed,18-25,150K-250K
TE10172,22.0,235803.0,Singapore,Business,2025-08-10,67433,New,18-25,150K-250K
TE10173,55.0,118188.0,Bali,Family,2025-02-17,87439,Closed,46-55,100K-150K
TE10174,52.0,97957.0,London,Family,2025-12-20,123629,Contacted,46-55,60K-100K
TE10175,51.0,248737.0,Singapore,Leisure,2025-08-21,56859,Contacted,46-55,150K-250K
TE10176,40.0,147224.0,Goa,Adventure,2025-02-20,123138,Contacted,36-45,100K-150K
TE10177,52.0,160588.0,Thailand,Business,2025-12-16,88558,New,46-55,150K-250K
TE10178,25.0,86741.0,Paris,Adventure,2025-07-28,166417,Closed,18-25,60K-100K
TE10179,61.0,67981.0,Goa,Leisure,2025-08-09,96159,Closed,56+,60K-100K
TE10180,42.0,57393.0,Jaipur,Honeymoon,2025-01-24,81608,Closed,36-45,30K-60K
TE10181,63.0,69865.0,Kashmir,Honeymoon,2025-03-10,105115,Closed,56+,60K-100K
TE10182,25.0,63283.0,Manali,Leisure,2025-10-22,73200,Converted,18-25,60K-100K
TE10183,41.0,191239.0,Jaipur,Leisure,2025-06-20,22165,Contacted,36-45,150K-250K
TE10184,51.0,31443.0,Manali,Leisure,2025-08-13,76582,Closed,46-55,30K-60K
TE10185,41.0,164017.0,Goa,Leisure,2025-12-26,76030,New,36-45,150K-250K
TE10186,39.0,238237.0,Goa,Honeymoon,2025-06-05,29269,Converted,36-45,150K-250K
TE10187,25.0,195608.0,Bali,Leisure,2025-05-19,82444,Contacted,18-25,150K-250K
TE10188,36.0,111468.0,Thailand,Honeymoon,2025-10-20,12651,Converted,36-45,100K-150K
TE10189,29.0,31781.0,Manali,Leisure,2025-01-25,72831,Contacted,26-35,30K-60K
TE10190,32.0,211516.0,Dubai,Business,2025-06-15,93526,Contacted,26-35,150K-250K
TE10191,50.0,18730.0,Manali,Honeymoon,2025-11-08,88395,New,46-55,Below 30K
TE10192,48.0,176069.0,Goa,Adventure,2025-03-24,70613,Contacted,46-55,150K-250K
TE10193,47.0,173660.0,Kerala,Family,2025-04-21,82006,Contacted,46-55,150K-250K
TE10194,35.0,62525.0,Bali,Leisure,2025-06-21,57558,New,26-35,60K-100K
TE10195,64.0,189650.0,Singapore,Leisure,2025-01-28,85379,New,56+,150K-250K
TE10196,22.0,58707.0,Paris,Family,2025-01-26,87033,Contacted,18-25,30K-60K
TE10197,34.0,70350.0,Kerala,Leisure,2025-04-02,53491,New,26-35,60K-100K
TE10198,23.0,206382.0,Goa,Honeymoon,2025-11-23,94369,Converted,18-25,150K-250K
TE10199,34.0,245158.0,Manali,Adventure,2025-03-22,94151,New,26-35,150K-250K
TE10200,64.0,79413.0,Kashmir,Leisure,2025-09-24,79183,Contacted,56+,60K-100K
TE10201,35.0,231751.0,Bali,Family,2025-06-05,169737,New,26-35,150K-250K
TE10202,61.0,229883.0,Kashmir,Family,2025-10-04,80075,Contacted,56+,150K-250K
TE10203,41.0,196503.0,Kashmir,Honeymoon,2025-05-01,75227,Contacted,36-45,150K-250K
TE10204,51.0,50492.0,Singapore,Leisure,2025-11-15,70216,Contacted,46-55,30K-60K
TE10205,39.0,87465.0,Kashmir,Family,2025-05-15,51017,Contacted,36-45,60K-100K
TE10206,30.0,175229.0,Paris,Business,2025-10-16,109006,Contacted,26-35,150K-250K
TE10207,54.0,249819.0,Goa,Adventure,2025-10-30,60981,New,46-55,150K-250K
TE10208,64.0,206958.0,Goa,Business,2025-06-07,65122,Contacted,56+,150K-250K
TE10209,30.0,115502.0,Goa,Honeymoon,2025-08-31,66162,Contacted,26-35,100K-150K
TE10210,55.0,72579.0,Goa,Family,2025-02-13,50527,Converted,46-55,60K-100K
TE10211,30.0,240799.0,Dubai,Business,2025-06-30,23712,Contacted,26-35,150K-250K
TE10212,52.0,82080.0,Bali,Business,2025-05-16,68797,Converted,46-55,60K-100K
TE10213,55.0,97395.0,Ladakh,Adventure,2025-12-14,115567,Contacted,46-55,60K-100K
TE10214,39.0,241769.0,Kerala,Business,2025-12-07,91894,New,36-45,150K-250K
TE10215,53.0,148306.0,Manali,Leisure,2025-10-13,139620,New,46-55,100K-150K
TE10216,31.0,79386.0,Bali,Leisure,2025-12-12,111283,New,26-35,60K-100K
TE10217,21.0,19240.0,Dubai,Leisure,2025-12-22,103339,Contacted,18-25,Below 30K
TE10218,22.0,117750.0,Goa,Adventure,2025-10-07,150893,Converted,18-25,100K-150K
TE10219,39.0,246753.0,Dubai,Business,2025-08-05,81600,Converted,36-45,150K-250K
TE10220,61.0,118344.0,Dubai,Honeymoon,2025-03-16,87208,Contacted,56+,100K-150K
TE10221,24.0,180291.0,Dubai,Honeymoon,2025-10-24,84599,New,18-25,150K-250K
TE10222,39.0,76704.0,Ladakh,Leisure,2025-03-12,139033,Closed,36-45,60K-100K
TE10223,51.0,197942.0,Bali,Family,2025-03-09,85088,New,46-55,150K-250K
TE10224,27.0,197984.0,Bali,Adventure,2025-11-17,62310,Contacted,26-35,150K-250K
TE10225,52.0,159126.0,Goa,Family,2025-02-11,105569,Closed,46-55,150K-250K
TE10226,32.0,197069.0,Ladakh,Adventure,2025-02-21,56431,Contacted,26-35,150K-250K
TE10227,56.0,152287.0,Singapore,Adventure,2025-07-05,103672,New,56+,150K-250K
TE10228,45.0,105770.0,Manali,Business,2025-01-17,99484,New,36-45,100K-150K
TE10229,44.0,189188.0,Singapore,Family,2025-05-18,78371,Contacted,36-45,150K-250K
TE10230,26.0,211750.0,Jaipur,Family,2025-03-23,104803,New,26-35,150K-250K
TE10231,40.0,213126.0,Jaipur,Leisure,2025-04-20,32927,Converted,36-45,150K-250K
TE10232,59.0,67433.0,Goa,Honeymoon,2025-03-07,90704,Contacted,56+,60K-100K
TE10233,18.0,174970.0,Jaipur,Family,2025-09-04,68803,New,Under 18,150K-250K
TE10234,54.0,18998.0,Goa,Adventure,2025-06-22,185179,New,46-55,Below 30K
TE10235,41.0,150704.0,Manali,Honeymoon,2025-12-16,90454,Converted,36-45,150K-250K
TE10236,52.0,150511.0,Goa,Leisure,2025-01-04,64126,Contacted,46-55,150K-250K
TE10237,49.0,102331.0,Kashmir,Family,2025-10-11,36759,Converted,46-55,100K-150K
TE10238,38.0,248627.0,Dubai,Business,2025-11-28,130689,Contacted,36-45,150K-250K
TE10239,32.0,222847.0,Dubai,Family,2025-06-26,72749,New,26-35,150K-250K
TE10240,48.0,26965.0,Dubai,Leisure,2025-09-12,57303,Contacted,46-55,Below 30K
TE10241,24.0,66450.0,Thailand,Adventure,2025-06-10,96770,Contacted,18-25,60K-100K
TE10242,46.0,66255.0,Kerala,Leisure,2025-08-05,107740,Contacted,46-55,60K-100K
TE10243,22.0,226234.0,Kashmir,Family,2025-11-27,107188,Converted,18-25,150K-250K
TE10244,49.0,138388.0,Dubai,Adventure,2025-07-13,85691,Closed,46-55,100K-150K
TE10245,48.0,187099.0,Goa,Leisure,2025-12-26,90572,Converted,46-55,150K-250K
TE10246,22.0,205907.0,Kerala,Honeymoon,2025-06-30,93121,Contacted,18-25,150K-250K
TE10247,54.0,196088.0,Dubai,Leisure,2025-03-05,96774,Contacted,46-55,150K-250K
TE10248,37.0,38657.0,Ladakh,Adventure,2025-09-06,99871,Contacted,36-45,30K-60K
TE10249,55.0,50557.0,Thailand,Business,2025-09-10,123306,New,46-55,30K-60K
TE10250,19.0,109694.0,Jaipur,Leisure,2025-03-28,86975,Converted,18-25,100K-150K
TE10251,26.0,96504.0,London,Adventure,2025-09-23,56412,Closed,26-35,60K-100K
TE10252,41.0,191322.0,Kerala,Adventure,2025-01-24,79950,New,36-45,150K-250K
TE10253,27.0,54246.0,Dubai,Family,2025-04-27,111382,Closed,26-35,30K-60K
TE10254,33.0,104198.0,Jaipur,Adventure,2025-11-08,22472,Converted,26-35,100K-150K
TE10255,49.0,72885.0,Goa,Business,2025-08-13,22674,Contacted,46-55,60K-100K
TE10256,24.0,61810.0,Ladakh,Leisure,2025-08-10,117140,Closed,18-25,60K-100K
TE10257,50.0,58090.0,Goa,Business,2025-08-15,138204,New,46-55,30K-60K
TE10258,22.0,63355.0,Dubai,Family,2025-03-02,40718,New,18-25,60K-100K
TE10259,26.0,148935.0,Kerala,Leisure,2025-12-16,88516,New,26-35,100K-150K
TE10260,46.0,113131.0,Goa,Leisure,2025-04-19,71016,Contacted,46-55,100K-150K
TE10261,56.0,118987.0,Goa,Leisure,2025-10-14,75871,Contacted,56+,100K-150K
TE10262,26.0,129225.0,Bali,Adventure,2025-12-27,95694,Closed,26-35,100K-150K
TE10263,32.0,189926.0,Goa,Adventure,2025-03-29,39750,New,26-35,150K-250K
TE10264,62.0,217941.0,Jaipur,Honeymoon,2025-08-19,46247,New,56+,150K-250K
TE10265,65.0,140133.0,Dubai,Adventure,2025-01-16,74456,Contacted,56+,100K-150K
TE10266,45.0,167003.0,Manali,Honeymoon,2025-08-20,79912,New,36-45,150K-250K
TE10267,39.0,189346.0,Manali,Adventure,2025-06-10,45592,Converted,36-45,150K-250K
TE10268,34.0,178173.0,Bali,Adventure,2025-01-27,112638,Contacted,26-35,150K-250K
TE10269,47.0,49149.0,Kashmir,Adventure,2025-09-02,70385,Closed,46-55,30K-60K
TE10270,46.0,246054.0,Manali,Adventure,2025-12-19,70236,Converted,46-55,150K-250K
TE10271,32.0,56236.0,Kashmir,Business,2025-01-31,94893,New,26-35,30K-60K
TE10272,19.0,113548.0,Kerala,Adventure,2025-11-21,80488,New,18-25,100K-150K
TE10273,25.0,169404.0,Singapore,Adventure,2025-11-04,114312,New,18-25,150K-250K
TE10274,64.0,111578.0,Bali,Business,2025-07-19,52330,Closed,56+,100K-150K
TE10275,38.0,74406.0,Bali,Honeymoon,2025-11-25,36091,Converted,36-45,60K-100K
TE10276,41.0,232217.0,Ladakh,Leisure,2025-04-23,74157,Contacted,36-45,150K-250K
TE10277,40.0,34594.0,Jaipur,Business,2025-09-20,87108,New,36-45,30K-60K
TE10278,55.0,75043.0,Kerala,Leisure,2025-09-12,41574,Closed,46-55,60K-100K
TE10279,21.0,248376.0,Dubai,Leisure,2025-07-31,36429,New,18-25,150K-250K
TE10280,21.0,187317.0,Goa,Family,2025-10-31,91380,Converted,18-25,150K-250K
TE10281,31.0,38178.0,Singapore,Honeymoon,2025-11-15,58478,Converted,26-35,30K-60K
TE10282,41.0,193061.0,Goa,Leisure,2025-10-14,34162,New,36-45,150K-250K
TE10283,50.0,242927.0,Dubai,Honeymoon,2025-08-03,118787,Contacted,46-55,150K-250K
TE10284,41.0,40686.0,Goa,Leisure,2025-12-22,62887,New,36-45,30K-60K
TE10285,39.0,114060.0,Manali,Honeymoon,2025-07-22,125243,Contacted,36-45,100K-150K
TE10286,63.0,126630.0,Singapore,Leisure,2025-08-20,85996,Closed,56+,100K-150K
TE10287,25.0,48395.0,Singapore,Family,2025-03-10,95317,Converted,18-25,30K-60K
TE10288,45.0,64530.0,Paris,Honeymoon,2025-04-27,77598,Converted,36-45,60K-100K
TE10289,44.0,58311.0,Goa,Adventure,2025-11-26,10000,Contacted,36-45,30K-60K
TE10290,40.0,61007.0,Jaipur,Honeymoon,2025-07-01,45212,New,36-45,60K-100K
TE10291,56.0,111619.0,Dubai,Honeymoon,2025-07-06,80600,Converted,56+,100K-150K
TE10292,30.0,125608.0,Bali,Honeymoon,2025-10-25,97766,Contacted,26-35,100K-150K
TE10293,63.0,73212.0,Kerala,Adventure,2025-04-29,22361,New,56+,60K-100K
TE10294,33.0,85147.0,Jaipur,Honeymoon,2025-04-07,83124,Contacted,26-35,60K-100K
TE10295,44.0,62599.0,Jaipur,Honeymoon,2025-01-04,45721,Contacted,36-45,60K-100K
TE10296,42.0,202686.0,Kashmir,Adventure,2025-03-26,93212,Converted,36-45,150K-250K
